,Superficie,Precio Venta,Fecha Venta,Vendedor
724,180,901980,2005-02-07,Carmen
725,112,1081360,2005-05-03,María
726,195,1168440,2004-12-30,Luisa
727,139,585746,2005-05-03,Pedro
728,197,1905187,2005-09-15,Pedro
729,284,1830664,2005-01-02,Pedro
730,109,555246,2005-04-10,Joaquín
731,117,652743,2004-12-23,Pedro
732,164,1225244,2005-08-07,Jesús
733,85,644470,2005-06-22,María
734,89,588023,2005-06-26,Joaquín
735,112,840560,2005-06-29,Pedro
736,85,780980,2005-07-20,Joaquín
737,294,1201578,2005-01-31,Luisa
738,250,1527750,2005-02-10,Luisa
739,254,2328418,2005-01-06,Joaquín
740,126,1184274,2005-07-28,María
741,218,1330236,2004-12-27,Pedro
742,56,542864,2005-09-08,María
743,99,538065,2005-06-19,Jesús
744,83,445295,2005-01-30,Pedro
745,136,761056,2005-04-11,Jesús
746,178,1355470,2004-12-24,María
747,228,2145480,2005-06-21,María
748,114,679554,2005-09-16,Pedro
749,294,1335936,2005-07-14,Carmen
750,132,556116,2005-09-11,Luisa
751,182,1509872,2005-08-05,Luisa
752,67,399655,2005-08-13,Luisa
753,251,1206557,2005-05-20,María
754,235,2202655,2005-04-16,Pedro
755,50,308850,2005-08-10,Pedro
756,42,306726,2005-06-16,Jesús
757,272,1535168,2005-07-26,Luisa
758,117,823680,2005-01-19,María
759,299,1695330,2005-07-14,Joaquín
760,50,411700,2005-01-05,Carmen
761,48,371712,2005-08-14,María
762,291,2411808,2005-02-28,Joaquín
763,210,1122240,2005-08-27,Pedro
764,291,2354481,2005-01-26,Carmen
765,204,1044480,2005-04-17,Jesús
766,95,510150,2005-05-07,Jesús
767,231,1213212,2005-06-24,Carmen
768,159,1162131,2005-08-25,Pedro
769,185,1343840,2005-04-17,Carmen
770,44,223564,2005-09-26,Luisa
771,277,1363948,2005-01-02,Jesús
772,59,484744,2005-05-27,Joaquín
773,244,2332152,2005-06-05,Joaquín
774,204,1606500,2005-07-25,Carmen
775,76,411160,2005-02-15,Joaquín
776,68,611796,2005-06-18,Luisa
777,228,1554732,2005-08-17,Jesús
778,256,1877760,2005-04-14,María
779,185,1607280,2005-03-28,Carmen
780,158,1217390,2005-04-27,Luisa
781,74,299996,2005-09-02,María
782,219,1455693,2005-01-28,Joaquín
783,83,778706,2005-09-11,María
784,228,1685148,2005-10-05,Luisa
785,224,913248,2005-07-03,Jesús
786,279,2064879,2005-05-07,María
787,92,853852,2005-09-25,Carmen
788,251,1781849,2005-07-23,Luisa
789,108,647460,2005-03-10,Luisa
790,113,869196,2005-07-28,Jesús
791,292,1565120,2005-10-02,Joaquín
792,88,507320,2005-09-06,María
793,277,1522946,2005-03-09,Joaquín
794,74,338476,2005-05-19,Jesús
795,110,950290,2005-06-08,Carmen
796,255,1442280,2005-05-04,Jesús
797,222,1478742,2005-09-24,Jesús
798,278,2209822,2005-02-27,Jesús
799,67,653250,2005-02-19,María
800,159,1323198,2005-08-26,Jesús
801,114,1106028,2005-02-27,María
802,163,1115409,2005-03-14,María
803,114,580032,2005-03-28,Jesús
804,243,1469178,2005-02-18,Pedro
805,43,415552,2005-01-16,Luisa
806,259,1891736,2005-07-18,María
807,119,630224,2005-04-09,Joaquín
808,222,1292484,2005-10-01,Pedro
809,51,334305,2005-09-25,Carmen
810,214,1805518,2005-08-30,Carmen
811,236,2208252,2005-04-21,Pedro
812,138,733470,2005-04-04,Pedro
813,192,1627200,2005-01-27,Luisa
814,182,1690416,2005-09-04,Pedro
815,232,2180104,2005-07-19,Joaquín
816,158,878638,2005-05-05,Joaquín
817,49,244608,2005-04-21,Pedro
818,102,562632,2005-09-01,Luisa
819,206,1688170,2005-07-17,Jesús
820,161,1392006,2005-07-12,María
821,259,1628333,2005-08-09,María
822,177,992793,2005-03-20,Carmen
823,60,484560,2005-08-24,Jesús
824,172,866880,2005-09-01,Luisa
825,239,1709567,2005-06-10,Jesús
826,149,1391809,2005-08-06,Pedro
827,199,1278774,2005-04-06,Pedro
828,152,1218888,2005-03-04,Joaquín
829,143,1409551,2005-04-23,Jesús
830,115,880900,2005-07-04,Carmen
831,87,574200,2005-05-19,Carmen
832,212,1968632,2005-10-23,Pedro
833,73,592103,2005-03-21,Jesús
834,168,1276800,2005-07-25,Carmen
835,274,2124596,2005-02-21,Carmen
836,127,1021334,2005-05-21,Joaquín
837,62,583110,2005-02-19,Joaquín
838,109,1029178,2005-07-13,Joaquín
839,114,1040478,2005-04-29,Carmen
840,120,1061160,2005-04-13,Luisa
841,109,942196,2005-08-31,Joaquín
842,175,1712725,2005-03-12,Carmen
843,121,593021,2005-02-28,Luisa
844,280,1485680,2005-10-23,Luisa
845,246,2214984,2005-09-22,Joaquín
846,121,731929,2005-06-27,Pedro
847,223,1566129,2005-04-06,Jesús
848,120,1003320,2005-07-18,Carmen
849,159,1391091,2005-06-16,Carmen
850,157,1032118,2005-06-16,Luisa
851,237,1768020,2005-04-27,Luisa
852,246,1708716,2005-03-16,Jesús
853,299,2430272,2005-03-26,Carmen
854,223,1650200,2005-08-28,Carmen
855,247,995657,2005-06-29,Jesús
856,238,2379048,2005-09-08,María
857,251,1821758,2005-06-11,Luisa
858,65,397540,2005-05-22,Joaquín
859,288,2242656,2005-02-11,Jesús
860,96,891456,2005-07-28,Pedro
861,152,631560,2005-10-28,Joaquín
862,246,2328636,2005-03-10,Luisa
863,108,553608,2005-02-04,Luisa
864,110,523160,2005-09-11,Joaquín
865,136,1054544,2005-09-18,María
866,82,418692,2005-09-10,Luisa
867,127,912114,2005-09-20,Joaquín
868,183,1082079,2005-09-07,Carmen
869,245,1951180,2005-04-06,Luisa
870,88,726352,2005-06-13,Joaquín
871,185,1390460,2005-08-29,Jesús
872,295,2923155,2005-05-06,Luisa
873,80,458560,2005-02-22,Pedro
874,147,1259202,2005-05-03,Pedro
875,114,968658,2005-06-29,María
876,128,549120,2005-03-16,Carmen
877,145,1372135,2005-04-18,Pedro
878,147,1070307,2005-07-10,Pedro
879,272,1542784,2005-06-24,Joaquín
880,113,645569,2005-06-10,Carmen
881,220,970420,2005-08-28,Luisa
882,266,1370964,2005-10-22,María
883,125,590875,2005-09-20,Carmen
884,151,719213,2005-02-23,Jesús
885,133,1191281,2005-06-28,Joaquín
886,160,1356160,2005-11-08,Luisa
887,95,412395,2005-07-31,María
888,236,1420012,2005-10-31,Pedro
889,165,1598520,2005-10-11,Pedro
890,255,2543625,2005-08-29,Pedro
891,226,2025638,2005-05-04,María
892,228,1115604,2005-09-21,Pedro
893,92,610696,2005-05-04,Jesús
894,229,1341024,2005-09-12,Jesús
895,226,1340632,2005-09-24,Luisa
896,64,581568,2005-02-15,Carmen
897,258,2449452,2005-03-14,Jesús
898,58,315810,2005-06-14,Jesús
899,136,1072768,2005-04-02,Pedro
900,294,1653456,2005-07-18,Pedro
901,294,2722146,2005-11-05,Joaquín
902,151,1029367,2005-05-05,Carmen
903,62,455762,2005-07-25,Pedro
904,116,479892,2005-11-11,Joaquín
905,68,500140,2005-10-27,Pedro
906,59,491706,2005-07-03,Jesús
907,134,933444,2005-04-17,Pedro
908,127,1204595,2005-04-15,Carmen
909,197,1506853,2005-11-16,Jesús
910,135,1036665,2005-11-08,Pedro
911,200,1967400,2005-08-30,Pedro
912,250,1676500,2005-08-30,Pedro
913,48,366480,2005-09-19,Pedro
914,285,1869885,2005-08-10,Jesús
915,155,1511095,2005-08-20,María
916,263,1719757,2005-08-28,Pedro
917,197,1662089,2005-06-29,Carmen
918,270,1311660,2005-10-11,María
919,137,1242042,2005-08-08,Luisa
920,163,1273030,2005-06-16,Luisa
921,217,1238202,2005-05-11,Joaquín
922,257,1440742,2005-07-09,Carmen
923,283,2213909,2005-05-10,Luisa
924,298,2039512,2005-10-11,Joaquín
925,298,2376550,2005-10-19,Luisa
926,151,709700,2005-03-16,Carmen
927,283,1615647,2005-06-06,Joaquín
928,73,410260,2005-10-29,Carmen
929,161,1604687,2005-03-05,Luisa
930,223,2053384,2005-11-13,Carmen
931,121,754435,2005-04-23,Joaquín
932,150,795000,2005-10-17,Luisa
933,228,2212740,2005-10-10,Jesús
934,164,1373008,2005-06-09,Pedro
935,116,573040,2005-11-01,María
936,276,1932552,2005-10-20,María
937,158,766774,2005-03-24,Pedro
938,216,1962360,2005-05-17,Pedro
939,249,1662822,2005-07-11,Luisa
940,68,614244,2005-05-11,Jesús
941,177,1485915,2005-04-29,Carmen
942,268,1273000,2005-06-16,Carmen
943,66,558030,2005-12-01,Carmen
944,162,894888,2005-03-26,Pedro
945,243,1447551,2005-09-13,Pedro
946,103,474624,2005-03-25,Carmen
947,237,1725597,2005-07-07,Pedro
948,206,1241562,2005-07-27,María
949,233,2153852,2005-03-11,Pedro
950,65,307255,2005-10-11,Carmen
951,142,954808,2005-06-18,María
952,240,1510320,2005-10-19,Carmen
953,68,330956,2005-09-18,María
954,200,1938400,2005-08-25,María
955,80,509840,2005-05-21,Carmen
956,84,368760,2005-07-30,Luisa
957,227,1071667,2005-05-26,Carmen
958,291,1872876,2005-05-16,María
959,275,1732500,2005-07-10,Joaquín
960,96,535584,2005-10-22,Carmen
961,174,1271592,2005-07-13,Joaquín
962,190,1593720,2005-05-28,Pedro
963,185,1038590,2005-07-15,Luisa
964,56,525616,2005-08-15,Joaquín
965,213,1994532,2005-04-22,María
966,175,722925,2005-03-18,Carmen
967,96,769824,2005-10-03,Jesús
968,272,2581552,2005-10-22,Pedro
969,232,1193408,2005-06-07,Luisa
970,200,1145600,2005-09-22,María
971,219,1059303,2005-07-27,Joaquín
972,126,600642,2005-08-20,Jesús
973,131,920144,2005-12-10,Jesús
974,77,409563,2005-07-30,Pedro
975,232,1236560,2005-11-20,Pedro
976,199,1494490,2005-04-04,Joaquín
977,115,659295,2005-10-09,María
978,97,672792,2005-05-23,Joaquín
979,122,589016,2005-10-04,Joaquín
980,278,2273762,2005-11-30,Pedro
981,212,1588940,2005-08-29,Carmen
982,250,1127750,2005-04-04,Luisa
983,278,1678286,2005-04-20,Jesús
984,270,2427300,2005-09-06,Pedro
985,212,1753240,2005-05-14,Joaquín
986,258,1894752,2005-08-21,Carmen
987,225,2000475,2005-07-12,Jesús
988,81,528120,2005-07-09,Joaquín
989,182,1717898,2005-04-24,Pedro
990,233,1870757,2005-10-13,Luisa
991,281,2326118,2005-07-22,María
992,201,1911510,2005-06-23,Luisa
993,187,1346961,2005-12-20,Joaquín
994,180,1414800,2005-05-29,Joaquín
995,88,690184,2005-05-29,Carmen
996,66,448932,2005-09-01,Pedro
997,219,2101743,2005-07-30,Luisa
998,67,430743,2005-06-06,Pedro
999,300,2707200,2005-10-15,Luisa
1000,250,1368750,2005-06-07,Luisa
1001,292,2677056,2005-07-22,María
1002,87,638058,2005-07-19,Jesús
1003,95,866780,2005-04-15,Jesús
1004,159,1437360,2005-06-12,Luisa
1005,215,1706240,2005-04-25,Pedro
1006,86,822504,2005-08-17,Jesús
1007,121,622787,2005-05-02,Carmen
1008,222,1266732,2005-06-23,Pedro
1009,211,945702,2005-12-04,Luisa
1010,96,862848,2005-12-23,María
1011,173,1008071,2005-07-21,Jesús
1012,191,1657880,2005-09-06,Pedro
1013,146,1457226,2005-11-05,María
1014,168,1508472,2005-12-03,Luisa
1015,142,1276864,2005-10-24,María
1016,217,2101862,2005-10-23,Carmen
1017,269,1360064,2005-08-17,Jesús
1018,47,369984,2005-08-24,Jesús
1019,201,1176855,2005-10-07,María
1020,86,452962,2005-10-24,Joaquín
1021,237,1177653,2005-11-10,Joaquín
1022,105,889980,2005-10-16,Pedro
1023,172,1615424,2005-11-19,Carmen
1024,216,2022624,2005-05-07,Jesús
1025,206,1231262,2005-07-10,Luisa
1026,79,352972,2005-11-06,Joaquín
1027,81,610416,2005-11-25,Joaquín
1028,269,1089181,2005-07-25,Joaquín
1029,221,1194505,2005-12-12,María
1030,143,1106677,2005-08-08,María
1031,170,1262250,2005-11-29,Luisa
1032,171,1236672,2005-06-07,Luisa
1033,153,923355,2005-07-07,Luisa
1034,252,2398788,2005-11-19,Jesús
1035,180,1636560,2005-08-31,Luisa
1036,271,2496723,2005-12-12,Jesús
1037,59,325326,2005-04-09,Carmen
1038,264,1441440,2005-10-28,Pedro
1039,162,1315440,2005-09-16,Jesús
1040,286,1732302,2005-08-26,Joaquín
1041,90,374310,2005-12-07,María
1042,186,1844004,2005-06-19,Pedro
1043,217,1603196,2005-12-11,Joaquín
1044,260,2402920,2005-10-09,Joaquín
1045,240,1823280,2005-09-04,Luisa
1046,157,949693,2005-11-27,Jesús
1047,279,2362572,2005-09-25,Luisa
1048,73,672987,2005-04-21,Joaquín
1049,120,703680,2005-09-16,Carmen
1050,246,1940448,2005-10-08,Pedro
1051,75,624600,2005-12-12,María
1052,42,224280,2005-07-10,María
1053,251,2138771,2005-05-15,Carmen
1054,149,1250408,2005-10-30,Pedro
1055,45,300105,2005-06-02,Carmen
1056,90,599850,2005-12-30,María
1057,221,1919827,2006-01-06,Joaquín
1058,133,573230,2005-09-20,Jesús
1059,80,500560,2005-12-11,Jesús
1060,45,259515,2005-12-17,Joaquín
1061,68,652052,2005-09-20,Joaquín
1062,213,1886541,2005-09-05,Jesús
1063,80,607200,2005-11-20,Carmen
1064,200,1502800,2005-10-14,Joaquín
1065,287,2808008,2005-06-24,Pedro
1066,108,892620,2005-11-08,Pedro
1067,221,1471197,2005-10-17,Joaquín
1068,108,1065744,2005-05-03,Pedro
1069,232,1162784,2005-08-23,Pedro
1070,118,1134452,2005-04-27,Carmen
1071,132,592152,2005-04-23,Carmen
1072,246,2083866,2005-07-25,Luisa
1073,293,2141830,2005-09-19,Joaquín
1074,290,2275050,2005-09-20,Jesús
1075,72,298368,2005-04-26,Luisa
1076,212,1911604,2006-01-14,María
1077,254,1850644,2005-11-28,Carmen
1078,91,777686,2005-10-19,Luisa
1079,287,2279354,2005-12-15,Joaquín
1080,180,1128420,2005-10-13,Carmen
1081,173,1615128,2005-05-06,Carmen
1082,210,1332030,2006-01-02,Carmen
1083,287,1370138,2005-05-03,Joaquín
1084,47,424175,2005-06-19,Joaquín
1085,260,2546180,2005-05-23,Carmen
1086,197,1199730,2006-01-13,Luisa
1087,144,760176,2005-10-20,Pedro
1088,168,1081248,2005-06-01,Carmen
1089,253,1816793,2005-10-22,Pedro
1090,110,943800,2006-01-26,Jesús
1091,299,2130375,2005-10-28,Carmen
1092,222,2209344,2005-09-09,Carmen
1093,139,1187477,2005-05-31,Carmen
1094,300,1772700,2006-01-03,María
1095,64,539392,2005-08-03,Pedro
1096,156,771108,2005-07-25,Luisa
1097,262,1960808,2005-09-11,Pedro
1098,82,621314,2005-09-07,Luisa
1099,243,1814238,2006-01-29,Jesús
1100,73,468952,2005-06-11,Joaquín
1101,268,1950772,2005-06-02,Joaquín
1102,125,932250,2005-08-03,María
1103,114,786714,2005-09-04,Luisa
1104,97,541648,2005-06-11,Carmen
1105,141,1279434,2005-09-26,Carmen
1106,105,650580,2005-05-26,Carmen
1107,199,1009328,2005-12-04,Pedro
1108,286,2064634,2005-05-26,Carmen
1109,110,924990,2005-09-25,Pedro
1110,87,372447,2005-07-17,Jesús
1111,210,1602300,2005-06-26,Pedro
1112,157,1323353,2005-07-25,Luisa
1113,76,499244,2005-07-04,Luisa
1114,179,963020,2005-11-06,Pedro
1115,96,493632,2006-01-13,Jesús
1116,154,1037498,2005-09-20,Luisa
1117,293,2741308,2005-10-20,María
1118,286,1912482,2005-11-26,Pedro
1119,180,1707660,2005-07-28,Joaquín
1120,176,1592624,2005-05-20,Carmen
1121,228,1339044,2005-12-14,Pedro
1122,157,879357,2005-05-17,Joaquín
1123,208,1215344,2005-05-27,Jesús
1124,245,2287075,2006-01-31,Luisa
1125,111,462315,2006-01-13,Luisa
1126,75,359775,2005-05-29,María
1127,229,1859480,2006-01-06,Joaquín
1128,119,899640,2005-12-12,Pedro
1129,58,444338,2005-06-04,Carmen
1130,156,795912,2006-01-06,Carmen
1131,92,900956,2005-06-14,Pedro
1132,132,712404,2005-08-03,Carmen
1133,122,879254,2005-06-25,Luisa
1134,58,349102,2005-10-22,Carmen
1135,67,297882,2006-02-08,Joaquín
1136,75,563475,2005-12-25,Pedro
1137,257,1066550,2005-09-23,Carmen
1138,96,742176,2005-12-15,Pedro
1139,140,1318660,2005-10-16,Pedro
1140,179,1601334,2005-11-07,Jesús
1141,230,1033850,2005-10-30,María
1142,254,1394206,2005-05-28,Carmen
1143,256,2176768,2006-02-13,Carmen
1144,106,850226,2005-09-02,Joaquín
1145,198,1090782,2006-02-01,Joaquín
1146,153,1519137,2005-06-20,Carmen
1147,233,984192,2006-01-28,Jesús
1148,61,481656,2005-09-18,Carmen
1149,105,909090,2005-10-25,Jesús
1150,158,1308398,2006-02-05,Carmen
1151,224,1966272,2005-12-02,Pedro
1152,272,2021232,2005-10-16,Jesús
1153,292,2865688,2005-08-21,Carmen
1154,94,857374,2005-12-11,Carmen
1155,251,1305200,2005-12-18,Luisa
1156,254,1614170,2006-01-18,María
1157,298,2436448,2005-08-13,Carmen
1158,214,1823708,2005-09-16,Joaquín
1159,276,2148384,2005-10-12,Jesús
1160,197,1594715,2006-01-15,Luisa
1161,111,698301,2005-10-23,Joaquín
1162,81,523989,2005-10-13,Joaquín
1163,174,750984,2005-07-07,Joaquín
1164,214,1665134,2005-10-21,Pedro
1165,227,1820540,2005-10-12,Luisa
1166,152,1076464,2005-05-27,Pedro
1167,206,1136502,2006-01-22,Pedro
1168,150,1051500,2006-02-17,Joaquín
1169,165,744480,2005-08-06,Jesús
1170,120,647280,2005-09-02,Jesús
1171,188,1697640,2005-08-04,Luisa
1172,83,463306,2005-09-04,María
1173,72,322344,2005-08-03,María
1174,62,484592,2005-10-09,María
1175,133,1305129,2005-12-22,Joaquín
1176,77,711634,2005-11-10,Jesús
1177,219,1468614,2005-10-10,Pedro
1178,91,780598,2005-11-07,Jesús
1179,70,354270,2005-11-18,Jesús
1180,45,425790,2006-01-16,María
1181,177,1203246,2006-02-20,Carmen
1182,45,360540,2005-09-02,María
1183,94,639952,2005-09-26,Luisa
1184,236,1388388,2006-02-04,Joaquín
1185,151,756208,2006-02-13,Luisa
1186,50,442300,2005-06-30,María
1187,93,375813,2005-07-12,Pedro
1188,255,1471605,2005-10-11,Carmen
1189,153,1401633,2005-09-14,Carmen
1190,142,1256274,2005-07-21,Pedro
1191,235,2055310,2006-01-03,Jesús
1192,239,1320236,2005-08-03,Carmen
1193,191,969707,2005-12-05,Pedro
1194,92,743360,2005-08-11,Pedro
1195,124,614048,2005-07-13,Joaquín
1196,57,233358,2005-12-18,Luisa
1197,98,917378,2005-12-06,Pedro
1198,42,235746,2005-07-25,Joaquín
1199,60,474600,2005-10-01,Luisa
1200,54,298350,2005-06-14,Carmen
1201,139,1100046,2005-08-28,María
1202,237,1013175,2006-01-10,Pedro
1203,255,2151435,2005-08-26,Pedro
1204,213,2105079,2005-07-25,Joaquín
1205,117,953316,2005-12-27,María
1206,250,1531000,2006-02-09,Joaquín
1207,236,1449512,2006-02-05,Joaquín
1208,91,395850,2005-12-10,Carmen
1209,247,1504477,2006-01-03,Jesús
1210,229,935694,2005-10-18,Jesús
1211,143,1246960,2005-09-28,Carmen
1212,154,1238006,2005-09-04,María
1213,145,655690,2005-06-08,María
1214,42,293370,2005-08-20,Pedro
1215,281,2688046,2005-10-24,Luisa
1216,184,1830800,2006-01-25,Pedro
1217,241,1729416,2005-09-18,Carmen
1218,251,2234653,2005-08-01,Luisa
1219,90,438480,2005-10-23,Joaquín
1220,269,2032295,2005-11-27,Joaquín
1221,245,1377880,2005-07-10,Joaquín
1222,181,1805475,2005-06-10,María
1223,124,1070740,2005-12-22,Carmen
1224,164,785068,2006-01-22,Jesús
1225,291,1497195,2005-08-17,María
1226,164,1526840,2005-10-20,María
1227,188,996588,2005-06-20,Carmen
1228,79,451643,2006-01-15,María
1229,268,2422720,2005-11-27,Carmen
1230,130,1292980,2005-11-11,Luisa
1231,138,949578,2006-02-17,María
1232,88,820776,2005-08-20,Carmen
1233,116,848888,2005-07-26,Jesús
1234,233,1673173,2005-06-28,Joaquín
1235,116,841232,2006-01-18,María
1236,55,376090,2006-02-27,Joaquín
1237,192,820608,2005-07-28,Luisa
1238,149,839615,2005-10-05,María
1239,285,2562435,2005-06-20,Carmen
1240,88,630608,2005-12-17,Joaquín
1241,100,484200,2005-09-30,Pedro
1242,52,269516,2005-08-21,Carmen
1243,274,1152718,2005-07-31,Pedro
1244,276,1477428,2005-11-23,María
1245,68,367132,2005-08-31,Joaquín
1246,268,1557884,2005-12-09,Luisa
1247,182,851032,2006-01-02,Carmen
1248,99,500148,2005-08-09,Joaquín
1249,163,1362843,2006-01-31,Luisa
1250,150,730350,2005-06-28,Carmen
1251,126,867636,2005-11-02,Luisa
1252,71,459725,2006-01-26,Joaquín
1253,127,757809,2006-02-20,Luisa
1254,40,354360,2005-10-16,Carmen
1255,168,1620192,2005-10-09,María
1256,117,1149525,2006-02-27,Pedro
1257,241,1248862,2005-08-22,Jesús
1258,180,1495260,2005-11-03,Luisa
1259,91,485849,2005-07-24,Pedro
1260,187,1194930,2006-02-08,Jesús
1261,68,525096,2005-08-27,Joaquín
1262,196,849464,2006-03-26,Jesús
1263,186,1843074,2005-10-04,Pedro
1264,67,627321,2005-07-12,Joaquín
1265,57,363261,2005-07-24,Joaquín
1266,40,349720,2006-02-14,Luisa
1267,167,1191044,2006-03-30,Joaquín
1268,138,1307688,2006-02-11,María
1269,88,531784,2006-01-11,Joaquín
1270,196,1730876,2005-07-12,Luisa
1271,216,1500984,2005-10-23,Joaquín
1272,283,1599233,2005-11-04,Pedro
1273,189,1821771,2005-07-09,Pedro
1274,278,1754180,2005-12-03,Luisa
1275,222,1617270,2005-12-04,Luisa
1276,285,2232690,2006-01-29,María
1277,132,1040028,2005-11-17,María
1278,124,804884,2005-07-24,Carmen
1279,285,1938000,2005-09-26,Joaquín
1280,176,1004608,2006-01-06,Jesús
1281,102,520914,2005-07-17,Jesús
1282,179,812660,2005-10-31,Jesús
1283,75,400875,2005-08-26,Joaquín
1284,72,682344,2005-08-26,Pedro
1285,297,2872287,2005-09-16,Luisa
1286,194,1612334,2005-09-21,Jesús
1287,244,2413648,2006-01-06,María
1288,259,1857807,2005-11-07,Luisa
1289,175,1560125,2005-07-21,Luisa
1290,131,1273320,2005-11-30,Joaquín
1291,170,1566720,2005-09-02,Pedro
1292,230,1806650,2005-11-30,Pedro
1293,102,480318,2006-01-12,Joaquín
1294,214,899228,2005-12-24,Luisa
1295,89,716272,2005-08-31,Carmen
1296,230,1751450,2005-07-07,Jesús
1297,248,1179488,2005-12-26,Jesús
1298,290,1702590,2006-04-09,Pedro
1299,71,309702,2005-08-09,Carmen
1300,299,2531334,2005-12-18,Carmen
1301,288,2371392,2005-11-17,Luisa
1302,130,657020,2006-01-20,Pedro
1303,102,627300,2006-03-28,Pedro
1304,91,778141,2005-09-15,Jesús
1305,274,2229812,2005-08-26,María
1306,264,2589312,2005-07-20,Pedro
1307,149,1004707,2006-01-18,Joaquín
1308,99,574200,2005-09-16,Pedro
1309,267,1517628,2006-02-14,Carmen
1310,185,1059680,2005-07-14,Pedro
1311,180,1523880,2005-11-11,Jesús
1312,165,921195,2005-10-05,Luisa
1313,142,1205864,2006-02-05,Luisa
1314,116,1035416,2006-02-01,María
1315,223,1795819,2005-08-30,Luisa
1316,93,375999,2006-01-12,Pedro
1317,275,1543850,2005-12-21,María
1318,281,1727588,2006-04-07,Luisa
1319,164,841484,2006-04-07,María
1320,271,2478566,2005-07-21,Pedro
1321,245,2396835,2005-08-18,Joaquín
1322,84,431760,2006-04-09,Carmen
1323,48,454416,2005-09-25,Pedro
1324,73,563122,2005-10-25,Carmen
1325,152,651472,2005-09-13,Carmen
1326,43,281521,2005-10-27,Jesús
1327,273,2306031,2005-09-25,Carmen
1328,182,1367366,2005-07-21,Carmen
1329,263,2094795,2006-02-12,Carmen
1330,176,1435632,2006-03-10,Luisa
1331,281,1619122,2005-09-26,Luisa
1332,42,287952,2006-01-01,Carmen
1333,79,705628,2006-02-25,Luisa
1334,229,954930,2005-08-15,María
1335,266,2583126,2005-12-02,Pedro
1336,69,493971,2005-09-05,María
1337,40,163920,2006-04-09,Carmen
1338,77,716793,2006-02-25,Pedro
1339,172,1033548,2006-01-01,Carmen
1340,132,1007688,2005-12-26,Luisa
1341,194,1698664,2006-03-20,Carmen
1342,269,2292149,2006-01-22,Carmen
1343,285,1500240,2005-08-20,Carmen
1344,51,370158,2006-04-21,Jesús
1345,50,333650,2005-12-16,Carmen
1346,115,950015,2005-09-26,Pedro
1347,201,1850004,2006-01-15,Joaquín
1348,102,892704,2006-01-22,Joaquín
1349,98,425712,2006-03-23,Pedro
1350,59,505040,2005-09-08,Carmen
1351,189,1064637,2005-11-29,Jesús
1352,269,1702501,2005-12-10,Luisa
1353,242,2418064,2005-10-24,Jesús
1354,158,886222,2006-04-24,Luisa
1355,161,1421308,2005-11-12,Pedro
1356,285,1827420,2006-02-06,Luisa
1357,274,2474494,2006-03-25,Carmen
1358,256,1059328,2006-04-17,Jesús
1359,196,1201480,2005-09-18,María
1360,186,1179612,2005-10-06,Carmen
1361,172,1441188,2006-04-12,Luisa
1362,157,729579,2006-01-01,Joaquín
1363,82,783510,2006-02-13,Joaquín
1364,65,350155,2005-11-14,María
1365,104,850720,2006-03-28,Pedro
1366,81,567486,2006-01-26,María
1367,45,183105,2005-12-06,Joaquín
1368,128,976384,2006-04-19,Joaquín
1369,240,1270800,2006-04-25,Luisa
1370,77,406252,2006-02-25,María
1371,286,2633774,2005-09-01,Carmen
1372,224,2211328,2006-02-23,Pedro
1373,214,1287210,2005-12-21,Joaquín
1374,175,1363950,2005-09-11,Jesús
1375,104,609128,2005-12-27,María
1376,128,832000,2005-10-06,Luisa
1377,186,1543428,2005-08-25,Pedro
1378,119,1013523,2005-08-17,Joaquín
1379,192,958464,2005-08-13,Jesús
1380,94,902212,2006-04-30,Jesús
1381,248,1352096,2006-03-14,Jesús
1382,167,814793,2006-02-27,Luisa
1383,101,634583,2006-04-21,María
1384,258,2066064,2005-11-25,María
1385,245,1244600,2006-01-03,Luisa
1386,141,843180,2005-12-25,Carmen
1387,270,2288520,2005-11-02,Joaquín
1388,203,1892772,2006-03-26,María
1389,111,924741,2006-03-15,Carmen
1390,160,804640,2006-04-03,Carmen
1391,235,1046925,2005-12-05,Carmen
1392,44,305756,2005-11-02,Carmen
1393,254,2011934,2006-03-04,Jesús
1394,252,1923264,2005-09-21,Carmen
1395,292,1177052,2006-04-30,Jesús
1396,223,1623217,2005-08-12,Luisa
1397,107,899014,2006-04-09,María
1398,166,804768,2005-12-04,María
1399,190,1670100,2005-11-10,María
1400,280,2349200,2006-04-13,Pedro
1401,155,1133050,2006-02-28,Pedro
1402,254,2417572,2005-09-20,María
1403,188,1453428,2005-09-14,Joaquín
1404,71,493166,2005-12-08,Joaquín
1405,163,1531222,2005-10-28,Joaquín
1406,233,1864000,2005-12-06,Luisa
1407,185,1384355,2005-11-15,Luisa
1408,206,1733696,2005-09-16,Pedro
1409,80,662000,2006-04-08,Carmen
1410,119,999481,2005-09-08,María
1411,233,2120067,2006-02-24,Jesús
1412,159,742848,2005-10-12,Joaquín
1413,209,1206766,2005-11-09,Joaquín
1414,179,896969,2005-09-14,Carmen
1415,97,834394,2006-05-20,Jesús
1416,262,1137866,2005-10-23,Joaquín
1417,87,520521,2005-09-15,Carmen
1418,244,1300276,2006-03-21,Joaquín
1419,169,1040871,2005-09-02,Pedro
1420,196,1584856,2005-09-02,Joaquín
1421,282,1132230,2006-03-20,Pedro
1422,280,1240400,2005-11-04,Jesús
1423,185,1583785,2005-09-17,Luisa
