,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
678,679,2004-08-30,Suelo,Venta,Tarragona,113,1074969,2005-04-16,Joaquín
681,682,2004-08-30,Oficina,Venta,Lleida,274,1577692,2005-05-11,Joaquín
683,684,2004-08-31,Parking,Venta,Tarragona,247,2285244,2005-03-07,María
684,685,2004-08-31,Piso,Venta,Girona,97,662316,2005-04-27,Carmen
687,688,2004-09-01,Suelo,Venta,Lleida,163,688838,2004-12-13,Luisa
688,689,2004-09-02,Parking,Venta,Girona,64,622144,2005-07-05,María
691,692,2004-09-02,Oficina,Venta,Lleida,177,1022883,2005-04-29,María
692,693,2004-09-03,Suelo,Venta,Barcelona,269,1722407,2004-12-21,Jesús
694,695,2004-09-03,Local,Venta,Lleida,205,1524585,2005-05-02,Pedro
700,701,2004-09-06,Casa,Venta,Girona,225,2023200,2004-12-27,Joaquín
702,703,2004-09-07,Casa,Venta,Tarragona,160,1341120,2005-07-25,María
706,707,2004-09-08,Industrial,Venta,Girona,215,1713120,2005-05-27,Carmen
707,708,2004-09-08,Industrial,Venta,Tarragona,158,1124012,2005-05-03,Pedro
709,710,2004-09-09,Parking,Venta,Lleida,274,1291636,2005-05-24,María
710,711,2004-09-10,Casa,Venta,Tarragona,289,2114035,2004-12-14,Luisa
712,713,2004-09-10,Casa,Venta,Barcelona,73,688463,2005-08-08,Luisa
718,719,2004-09-11,Oficina,Venta,Tarragona,283,1565839,2005-06-15,Pedro
719,720,2004-09-11,Casa,Venta,Tarragona,226,2216608,2005-07-09,Luisa
720,721,2004-09-12,Industrial,Venta,Tarragona,44,266596,2005-04-23,Luisa
725,726,2004-09-13,Parking,Venta,Girona,112,1081360,2005-05-03,María
727,728,2004-09-16,Suelo,Venta,Barcelona,139,585746,2005-05-03,Pedro
730,731,2004-09-16,Casa,Venta,Girona,109,555246,2005-04-10,Joaquín
731,732,2004-09-16,Suelo,Venta,Tarragona,117,652743,2004-12-23,Pedro
733,734,2004-09-17,Piso,Venta,Lleida,85,644470,2005-06-22,María
735,736,2004-09-19,Industrial,Venta,Barcelona,112,840560,2005-06-29,Pedro
738,739,2004-09-20,Piso,Venta,Barcelona,250,1527750,2005-02-10,Luisa
740,741,2004-09-21,Parking,Venta,Tarragona,126,1184274,2005-07-28,María
741,742,2004-09-22,Suelo,Venta,Barcelona,218,1330236,2004-12-27,Pedro
742,743,2004-09-22,Local,Venta,Lleida,56,542864,2005-09-08,María
743,744,2004-09-22,Casa,Venta,Barcelona,99,538065,2005-06-19,Jesús
744,745,2004-09-22,Suelo,Venta,Lleida,83,445295,2005-01-30,Pedro
748,749,2004-09-23,Local,Venta,Lleida,114,679554,2005-09-16,Pedro
750,751,2004-09-23,Parking,Venta,Girona,132,556116,2005-09-11,Luisa
751,752,2004-09-25,Local,Venta,Barcelona,182,1509872,2005-08-05,Luisa
752,753,2004-09-25,Local,Venta,Lleida,67,399655,2005-08-13,Luisa
754,755,2004-09-25,Oficina,Venta,Tarragona,235,2202655,2005-04-16,Pedro
756,757,2004-09-26,Industrial,Venta,Barcelona,42,306726,2005-06-16,Jesús
757,758,2004-09-26,Piso,Venta,Barcelona,272,1535168,2005-07-26,Luisa
760,761,2004-09-26,Local,Venta,Girona,50,411700,2005-01-05,Carmen
761,762,2004-09-26,Parking,Venta,Barcelona,48,371712,2005-08-14,María
767,768,2004-09-29,Piso,Venta,Girona,231,1213212,2005-06-24,Carmen
768,769,2004-10-02,Casa,Venta,Barcelona,159,1162131,2005-08-25,Pedro
769,770,2004-10-04,Oficina,Venta,Lleida,185,1343840,2005-04-17,Carmen
770,771,2004-10-04,Industrial,Venta,Girona,44,223564,2005-09-26,Luisa
771,772,2004-10-04,Suelo,Venta,Barcelona,277,1363948,2005-01-02,Jesús
772,773,2004-10-04,Suelo,Venta,Lleida,59,484744,2005-05-27,Joaquín
774,775,2004-10-05,Local,Venta,Lleida,204,1606500,2005-07-25,Carmen
775,776,2004-10-05,Parking,Venta,Lleida,76,411160,2005-02-15,Joaquín
779,780,2004-10-06,Local,Venta,Tarragona,185,1607280,2005-03-28,Carmen
781,782,2004-10-06,Suelo,Venta,Girona,74,299996,2005-09-02,María
785,786,2004-10-06,Parking,Venta,Lleida,224,913248,2005-07-03,Jesús
786,787,2004-10-06,Casa,Venta,Barcelona,279,2064879,2005-05-07,María
787,788,2004-10-07,Casa,Venta,Girona,92,853852,2005-09-25,Carmen
788,789,2004-10-07,Piso,Venta,Barcelona,251,1781849,2005-07-23,Luisa
789,790,2004-10-07,Piso,Venta,Tarragona,108,647460,2005-03-10,Luisa
790,791,2004-10-08,Industrial,Venta,Girona,113,869196,2005-07-28,Jesús
791,792,2004-10-08,Piso,Venta,Tarragona,292,1565120,2005-10-02,Joaquín
792,793,2004-10-08,Piso,Venta,Lleida,88,507320,2005-09-06,María
793,794,2004-10-10,Oficina,Venta,Tarragona,277,1522946,2005-03-09,Joaquín
796,797,2004-10-11,Oficina,Venta,Barcelona,255,1442280,2005-05-04,Jesús
797,798,2004-10-11,Piso,Venta,Girona,222,1478742,2005-09-24,Jesús
801,802,2004-10-13,Suelo,Venta,Lleida,114,1106028,2005-02-27,María
803,804,2004-10-13,Industrial,Venta,Girona,114,580032,2005-03-28,Jesús
805,806,2004-10-14,Oficina,Venta,Girona,43,415552,2005-01-16,Luisa
808,809,2004-10-15,Casa,Venta,Tarragona,222,1292484,2005-10-01,Pedro
809,810,2004-10-15,Industrial,Venta,Barcelona,51,334305,2005-09-25,Carmen
810,811,2004-10-16,Industrial,Venta,Lleida,214,1805518,2005-08-30,Carmen
811,812,2004-10-16,Oficina,Venta,Tarragona,236,2208252,2005-04-21,Pedro
812,813,2004-10-17,Casa,Venta,Girona,138,733470,2005-04-04,Pedro
814,815,2004-10-17,Industrial,Venta,Tarragona,182,1690416,2005-09-04,Pedro
818,819,2004-10-19,Parking,Venta,Barcelona,102,562632,2005-09-01,Luisa
820,821,2004-10-19,Parking,Venta,Girona,161,1392006,2005-07-12,María
821,822,2004-10-20,Industrial,Venta,Tarragona,259,1628333,2005-08-09,María
822,823,2004-10-20,Parking,Venta,Lleida,177,992793,2005-03-20,Carmen
824,825,2004-10-21,Local,Venta,Tarragona,172,866880,2005-09-01,Luisa
826,827,2004-10-22,Industrial,Venta,Tarragona,149,1391809,2005-08-06,Pedro
828,829,2004-10-23,Local,Venta,Lleida,152,1218888,2005-03-04,Joaquín
829,830,2004-10-24,Local,Venta,Lleida,143,1409551,2005-04-23,Jesús
830,831,2004-10-24,Parking,Venta,Girona,115,880900,2005-07-04,Carmen
833,834,2004-10-24,Casa,Venta,Barcelona,73,592103,2005-03-21,Jesús
834,835,2004-10-25,Parking,Venta,Lleida,168,1276800,2005-07-25,Carmen
835,836,2004-10-25,Suelo,Venta,Tarragona,274,2124596,2005-02-21,Carmen
836,837,2004-10-27,Local,Venta,Girona,127,1021334,2005-05-21,Joaquín
838,839,2004-10-27,Local,Venta,Lleida,109,1029178,2005-07-13,Joaquín
840,841,2004-10-27,Piso,Venta,Girona,120,1061160,2005-04-13,Luisa
841,842,2004-10-29,Suelo,Venta,Barcelona,109,942196,2005-08-31,Joaquín
842,843,2004-10-30,Casa,Venta,Barcelona,175,1712725,2005-03-12,Carmen
844,845,2004-10-31,Industrial,Venta,Tarragona,280,1485680,2005-10-23,Luisa
848,849,2004-11-01,Casa,Venta,Tarragona,120,1003320,2005-07-18,Carmen
852,853,2004-11-02,Piso,Venta,Tarragona,246,1708716,2005-03-16,Jesús
854,855,2004-11-03,Suelo,Venta,Girona,223,1650200,2005-08-28,Carmen
855,856,2004-11-03,Industrial,Venta,Barcelona,247,995657,2005-06-29,Jesús
856,857,2004-11-03,Industrial,Venta,Girona,238,2379048,2005-09-08,María
858,859,2004-11-03,Suelo,Venta,Barcelona,65,397540,2005-05-22,Joaquín
859,860,2004-11-03,Piso,Venta,Lleida,288,2242656,2005-02-11,Jesús
863,864,2004-11-06,Industrial,Venta,Girona,108,553608,2005-02-04,Luisa
865,866,2004-11-07,Parking,Venta,Girona,136,1054544,2005-09-18,María
866,867,2004-11-07,Suelo,Venta,Tarragona,82,418692,2005-09-10,Luisa
867,868,2004-11-07,Suelo,Venta,Tarragona,127,912114,2005-09-20,Joaquín
869,870,2004-11-08,Industrial,Venta,Tarragona,245,1951180,2005-04-06,Luisa
873,874,2004-11-09,Piso,Venta,Tarragona,80,458560,2005-02-22,Pedro
875,876,2004-11-09,Industrial,Venta,Tarragona,114,968658,2005-06-29,María
878,879,2004-11-10,Oficina,Venta,Lleida,147,1070307,2005-07-10,Pedro
881,882,2004-11-11,Local,Venta,Tarragona,220,970420,2005-08-28,Luisa
882,883,2004-11-11,Piso,Venta,Girona,266,1370964,2005-10-22,María
883,884,2004-11-11,Piso,Venta,Girona,125,590875,2005-09-20,Carmen
885,886,2004-11-12,Piso,Venta,Girona,133,1191281,2005-06-28,Joaquín
889,890,2004-11-13,Oficina,Venta,Tarragona,165,1598520,2005-10-11,Pedro
890,891,2004-11-13,Casa,Venta,Girona,255,2543625,2005-08-29,Pedro
892,893,2004-11-14,Casa,Venta,Tarragona,228,1115604,2005-09-21,Pedro
897,898,2004-11-15,Casa,Venta,Barcelona,258,2449452,2005-03-14,Jesús
898,899,2004-11-16,Local,Venta,Barcelona,58,315810,2005-06-14,Jesús
903,904,2004-11-17,Piso,Venta,Barcelona,62,455762,2005-07-25,Pedro
907,908,2004-11-18,Parking,Venta,Girona,134,933444,2005-04-17,Pedro
908,909,2004-11-18,Industrial,Venta,Tarragona,127,1204595,2005-04-15,Carmen
913,914,2004-11-20,Piso,Venta,Girona,48,366480,2005-09-19,Pedro
914,915,2004-11-20,Oficina,Venta,Girona,285,1869885,2005-08-10,Jesús
916,917,2004-11-21,Parking,Venta,Tarragona,263,1719757,2005-08-28,Pedro
919,920,2004-11-23,Industrial,Venta,Barcelona,137,1242042,2005-08-08,Luisa
920,921,2004-11-24,Suelo,Venta,Tarragona,163,1273030,2005-06-16,Luisa
921,922,2004-11-24,Oficina,Venta,Lleida,217,1238202,2005-05-11,Joaquín
922,923,2004-11-24,Suelo,Venta,Tarragona,257,1440742,2005-07-09,Carmen
929,930,2004-11-27,Local,Venta,Tarragona,161,1604687,2005-03-05,Luisa
930,931,2004-11-27,Suelo,Venta,Lleida,223,2053384,2005-11-13,Carmen
931,932,2004-11-29,Parking,Venta,Lleida,121,754435,2005-04-23,Joaquín
937,938,2004-12-01,Local,Venta,Barcelona,158,766774,2005-03-24,Pedro
939,940,2004-12-02,Industrial,Venta,Barcelona,249,1662822,2005-07-11,Luisa
940,941,2004-12-02,Industrial,Venta,Barcelona,68,614244,2005-05-11,Jesús
942,943,2004-12-03,Piso,Venta,Tarragona,268,1273000,2005-06-16,Carmen
944,945,2004-12-04,Piso,Venta,Tarragona,162,894888,2005-03-26,Pedro
945,946,2004-12-04,Piso,Venta,Girona,243,1447551,2005-09-13,Pedro
946,947,2004-12-04,Suelo,Venta,Lleida,103,474624,2005-03-25,Carmen
949,950,2004-12-05,Piso,Venta,Girona,233,2153852,2005-03-11,Pedro
950,951,2004-12-06,Oficina,Venta,Barcelona,65,307255,2005-10-11,Carmen
951,952,2004-12-07,Industrial,Venta,Barcelona,142,954808,2005-06-18,María
953,954,2004-12-08,Parking,Venta,Lleida,68,330956,2005-09-18,María
954,955,2004-12-09,Suelo,Venta,Girona,200,1938400,2005-08-25,María
955,956,2004-12-09,Piso,Venta,Tarragona,80,509840,2005-05-21,Carmen
958,959,2004-12-10,Parking,Venta,Tarragona,291,1872876,2005-05-16,María
959,960,2004-12-10,Suelo,Venta,Girona,275,1732500,2005-07-10,Joaquín
962,963,2004-12-11,Local,Venta,Lleida,190,1593720,2005-05-28,Pedro
963,964,2004-12-11,Suelo,Venta,Girona,185,1038590,2005-07-15,Luisa
964,965,2004-12-11,Industrial,Venta,Girona,56,525616,2005-08-15,Joaquín
966,967,2004-12-12,Piso,Venta,Girona,175,722925,2005-03-18,Carmen
968,969,2004-12-14,Piso,Venta,Lleida,272,2581552,2005-10-22,Pedro
970,971,2004-12-14,Piso,Venta,Lleida,200,1145600,2005-09-22,María
971,972,2004-12-14,Piso,Venta,Girona,219,1059303,2005-07-27,Joaquín
974,975,2004-12-16,Suelo,Venta,Lleida,77,409563,2005-07-30,Pedro
977,978,2004-12-17,Casa,Venta,Tarragona,115,659295,2005-10-09,María
979,980,2004-12-18,Suelo,Venta,Barcelona,122,589016,2005-10-04,Joaquín
980,981,2004-12-18,Local,Venta,Girona,278,2273762,2005-11-30,Pedro
986,987,2004-12-21,Industrial,Venta,Lleida,258,1894752,2005-08-21,Carmen
988,989,2004-12-21,Piso,Venta,Lleida,81,528120,2005-07-09,Joaquín
989,990,2004-12-21,Industrial,Venta,Barcelona,182,1717898,2005-04-24,Pedro
990,991,2004-12-21,Oficina,Venta,Barcelona,233,1870757,2005-10-13,Luisa
992,993,2004-12-22,Industrial,Venta,Tarragona,201,1911510,2005-06-23,Luisa
993,994,2004-12-22,Local,Venta,Girona,187,1346961,2005-12-20,Joaquín
994,995,2004-12-22,Oficina,Venta,Tarragona,180,1414800,2005-05-29,Joaquín
997,998,2004-12-23,Local,Venta,Girona,219,2101743,2005-07-30,Luisa
998,999,2004-12-23,Industrial,Venta,Girona,67,430743,2005-06-06,Pedro
999,1000,2004-12-24,Parking,Venta,Lleida,300,2707200,2005-10-15,Luisa
1000,1001,2004-12-25,Local,Venta,Barcelona,250,1368750,2005-06-07,Luisa
1002,1003,2004-12-25,Parking,Venta,Tarragona,87,638058,2005-07-19,Jesús
1003,1004,2004-12-26,Piso,Venta,Lleida,95,866780,2005-04-15,Jesús
1005,1006,2004-12-26,Suelo,Venta,Lleida,215,1706240,2005-04-25,Pedro
1007,1008,2004-12-27,Casa,Venta,Lleida,121,622787,2005-05-02,Carmen
1009,1010,2004-12-27,Parking,Venta,Girona,211,945702,2005-12-04,Luisa
1011,1012,2004-12-30,Oficina,Venta,Tarragona,173,1008071,2005-07-21,Jesús
1012,1013,2004-12-31,Oficina,Venta,Barcelona,191,1657880,2005-09-06,Pedro
1013,1014,2004-12-31,Casa,Venta,Barcelona,146,1457226,2005-11-05,María
1016,1017,2005-01-01,Parking,Venta,Girona,217,2101862,2005-10-23,Carmen
1018,1019,2005-01-02,Suelo,Venta,Lleida,47,369984,2005-08-24,Jesús
1022,1023,2005-01-03,Oficina,Venta,Girona,105,889980,2005-10-16,Pedro
1027,1028,2005-01-05,Casa,Venta,Lleida,81,610416,2005-11-25,Joaquín
1034,1035,2005-01-07,Industrial,Venta,Barcelona,252,2398788,2005-11-19,Jesús
1035,1036,2005-01-07,Local,Venta,Lleida,180,1636560,2005-08-31,Luisa
1036,1037,2005-01-08,Industrial,Venta,Lleida,271,2496723,2005-12-12,Jesús
1039,1040,2005-01-09,Local,Venta,Barcelona,162,1315440,2005-09-16,Jesús
1041,1042,2005-01-10,Suelo,Venta,Tarragona,90,374310,2005-12-07,María
1048,1049,2005-01-12,Oficina,Venta,Barcelona,73,672987,2005-04-21,Joaquín
1049,1050,2005-01-12,Casa,Venta,Tarragona,120,703680,2005-09-16,Carmen
1050,1051,2005-01-12,Parking,Venta,Lleida,246,1940448,2005-10-08,Pedro
1051,1052,2005-01-12,Casa,Venta,Girona,75,624600,2005-12-12,María
1052,1053,2005-01-13,Industrial,Venta,Girona,42,224280,2005-07-10,María
1056,1057,2005-01-15,Casa,Venta,Barcelona,90,599850,2005-12-30,María
1057,1058,2005-01-15,Parking,Venta,Barcelona,221,1919827,2006-01-06,Joaquín
1058,1059,2005-01-16,Oficina,Venta,Girona,133,573230,2005-09-20,Jesús
1059,1060,2005-01-17,Piso,Venta,Barcelona,80,500560,2005-12-11,Jesús
1060,1061,2005-01-17,Industrial,Venta,Barcelona,45,259515,2005-12-17,Joaquín
1061,1062,2005-01-18,Parking,Venta,Tarragona,68,652052,2005-09-20,Joaquín
1062,1063,2005-01-19,Oficina,Venta,Barcelona,213,1886541,2005-09-05,Jesús
1065,1066,2005-01-20,Suelo,Venta,Girona,287,2808008,2005-06-24,Pedro
1066,1067,2005-01-20,Suelo,Venta,Lleida,108,892620,2005-11-08,Pedro
1067,1068,2005-01-21,Parking,Venta,Barcelona,221,1471197,2005-10-17,Joaquín
1068,1069,2005-01-21,Local,Venta,Tarragona,108,1065744,2005-05-03,Pedro
1069,1070,2005-01-21,Parking,Venta,Lleida,232,1162784,2005-08-23,Pedro
1070,1071,2005-01-21,Parking,Venta,Girona,118,1134452,2005-04-27,Carmen
1075,1076,2005-01-23,Parking,Venta,Lleida,72,298368,2005-04-26,Luisa
1078,1079,2005-01-24,Oficina,Venta,Girona,91,777686,2005-10-19,Luisa
1081,1082,2005-01-25,Oficina,Venta,Tarragona,173,1615128,2005-05-06,Carmen
1084,1085,2005-01-25,Industrial,Venta,Barcelona,47,424175,2005-06-19,Joaquín
1088,1089,2005-01-27,Industrial,Venta,Barcelona,168,1081248,2005-06-01,Carmen
1090,1091,2005-01-28,Oficina,Venta,Tarragona,110,943800,2006-01-26,Jesús
1093,1094,2005-02-01,Piso,Venta,Barcelona,139,1187477,2005-05-31,Carmen
1094,1095,2005-02-01,Local,Venta,Barcelona,300,1772700,2006-01-03,María
1095,1096,2005-02-01,Local,Venta,Girona,64,539392,2005-08-03,Pedro
1096,1097,2005-02-01,Oficina,Venta,Tarragona,156,771108,2005-07-25,Luisa
1097,1098,2005-02-01,Suelo,Venta,Barcelona,262,1960808,2005-09-11,Pedro
1101,1102,2005-02-02,Casa,Venta,Tarragona,268,1950772,2005-06-02,Joaquín
1102,1103,2005-02-03,Local,Venta,Lleida,125,932250,2005-08-03,María
1103,1104,2005-02-03,Oficina,Venta,Lleida,114,786714,2005-09-04,Luisa
1105,1106,2005-02-04,Oficina,Venta,Girona,141,1279434,2005-09-26,Carmen
1109,1110,2005-02-05,Local,Venta,Lleida,110,924990,2005-09-25,Pedro
1112,1113,2005-02-06,Parking,Venta,Tarragona,157,1323353,2005-07-25,Luisa
1113,1114,2005-02-07,Industrial,Venta,Girona,76,499244,2005-07-04,Luisa
1115,1116,2005-02-08,Local,Venta,Lleida,96,493632,2006-01-13,Jesús
1119,1120,2005-02-10,Local,Venta,Girona,180,1707660,2005-07-28,Joaquín
1120,1121,2005-02-10,Piso,Venta,Lleida,176,1592624,2005-05-20,Carmen
1121,1122,2005-02-11,Piso,Venta,Girona,228,1339044,2005-12-14,Pedro
1122,1123,2005-02-11,Oficina,Venta,Girona,157,879357,2005-05-17,Joaquín
1123,1124,2005-02-11,Piso,Venta,Girona,208,1215344,2005-05-27,Jesús
1125,1126,2005-02-13,Piso,Venta,Tarragona,111,462315,2006-01-13,Luisa
1127,1128,2005-02-14,Parking,Venta,Barcelona,229,1859480,2006-01-06,Joaquín
1130,1131,2005-02-15,Parking,Venta,Barcelona,156,795912,2006-01-06,Carmen
1132,1133,2005-02-15,Oficina,Venta,Lleida,132,712404,2005-08-03,Carmen
1133,1134,2005-02-15,Local,Venta,Barcelona,122,879254,2005-06-25,Luisa
1135,1136,2005-02-16,Suelo,Venta,Lleida,67,297882,2006-02-08,Joaquín
1136,1137,2005-02-16,Piso,Venta,Lleida,75,563475,2005-12-25,Pedro
1137,1138,2005-02-16,Casa,Venta,Barcelona,257,1066550,2005-09-23,Carmen
1138,1139,2005-02-16,Industrial,Venta,Girona,96,742176,2005-12-15,Pedro
1139,1140,2005-02-16,Suelo,Venta,Tarragona,140,1318660,2005-10-16,Pedro
1140,1141,2005-02-16,Parking,Venta,Lleida,179,1601334,2005-11-07,Jesús
1141,1142,2005-02-16,Casa,Venta,Tarragona,230,1033850,2005-10-30,María
1145,1146,2005-02-17,Oficina,Venta,Barcelona,198,1090782,2006-02-01,Joaquín
1150,1151,2005-02-18,Local,Venta,Barcelona,158,1308398,2006-02-05,Carmen
1151,1152,2005-02-19,Local,Venta,Girona,224,1966272,2005-12-02,Pedro
1152,1153,2005-02-19,Suelo,Venta,Lleida,272,2021232,2005-10-16,Jesús
1154,1155,2005-02-20,Suelo,Venta,Tarragona,94,857374,2005-12-11,Carmen
1155,1156,2005-02-20,Industrial,Venta,Tarragona,251,1305200,2005-12-18,Luisa
1156,1157,2005-02-20,Local,Venta,Girona,254,1614170,2006-01-18,María
1157,1158,2005-02-20,Oficina,Venta,Barcelona,298,2436448,2005-08-13,Carmen
1158,1159,2005-02-20,Industrial,Venta,Tarragona,214,1823708,2005-09-16,Joaquín
1159,1160,2005-02-21,Industrial,Venta,Barcelona,276,2148384,2005-10-12,Jesús
1160,1161,2005-02-22,Suelo,Venta,Lleida,197,1594715,2006-01-15,Luisa
1161,1162,2005-02-22,Local,Venta,Tarragona,111,698301,2005-10-23,Joaquín
1163,1164,2005-02-22,Parking,Venta,Lleida,174,750984,2005-07-07,Joaquín
1166,1167,2005-02-23,Parking,Venta,Lleida,152,1076464,2005-05-27,Pedro
1167,1168,2005-02-24,Piso,Venta,Girona,206,1136502,2006-01-22,Pedro
1170,1171,2005-02-24,Oficina,Venta,Tarragona,120,647280,2005-09-02,Jesús
1171,1172,2005-02-24,Oficina,Venta,Girona,188,1697640,2005-08-04,Luisa
1172,1173,2005-02-25,Local,Venta,Lleida,83,463306,2005-09-04,María
1173,1174,2005-02-26,Piso,Venta,Lleida,72,322344,2005-08-03,María
1175,1176,2005-02-26,Casa,Venta,Barcelona,133,1305129,2005-12-22,Joaquín
1177,1178,2005-02-27,Parking,Venta,Tarragona,219,1468614,2005-10-10,Pedro
1178,1179,2005-02-27,Casa,Venta,Barcelona,91,780598,2005-11-07,Jesús
1181,1182,2005-03-01,Suelo,Venta,Girona,177,1203246,2006-02-20,Carmen
1184,1185,2005-03-02,Piso,Venta,Barcelona,236,1388388,2006-02-04,Joaquín
1189,1190,2005-03-03,Parking,Venta,Girona,153,1401633,2005-09-14,Carmen
1190,1191,2005-03-03,Industrial,Venta,Barcelona,142,1256274,2005-07-21,Pedro
1195,1196,2005-03-05,Suelo,Venta,Girona,124,614048,2005-07-13,Joaquín
1196,1197,2005-03-06,Suelo,Venta,Tarragona,57,233358,2005-12-18,Luisa
1197,1198,2005-03-06,Piso,Venta,Barcelona,98,917378,2005-12-06,Pedro
1199,1200,2005-03-06,Local,Venta,Barcelona,60,474600,2005-10-01,Luisa
1200,1201,2005-03-07,Suelo,Venta,Tarragona,54,298350,2005-06-14,Carmen
1202,1203,2005-03-07,Industrial,Venta,Lleida,237,1013175,2006-01-10,Pedro
1203,1204,2005-03-07,Oficina,Venta,Barcelona,255,2151435,2005-08-26,Pedro
1204,1205,2005-03-07,Local,Venta,Barcelona,213,2105079,2005-07-25,Joaquín
1205,1206,2005-03-07,Suelo,Venta,Barcelona,117,953316,2005-12-27,María
1206,1207,2005-03-07,Oficina,Venta,Tarragona,250,1531000,2006-02-09,Joaquín
1210,1211,2005-03-09,Local,Venta,Lleida,229,935694,2005-10-18,Jesús
1211,1212,2005-03-10,Casa,Venta,Barcelona,143,1246960,2005-09-28,Carmen
1212,1213,2005-03-10,Casa,Venta,Tarragona,154,1238006,2005-09-04,María
1216,1217,2005-03-11,Casa,Venta,Barcelona,184,1830800,2006-01-25,Pedro
1217,1218,2005-03-11,Piso,Venta,Girona,241,1729416,2005-09-18,Carmen
1218,1219,2005-03-11,Suelo,Venta,Barcelona,251,2234653,2005-08-01,Luisa
1219,1220,2005-03-12,Parking,Venta,Tarragona,90,438480,2005-10-23,Joaquín
1222,1223,2005-03-12,Parking,Venta,Girona,181,1805475,2005-06-10,María
1223,1224,2005-03-13,Parking,Venta,Tarragona,124,1070740,2005-12-22,Carmen
1224,1225,2005-03-14,Parking,Venta,Girona,164,785068,2006-01-22,Jesús
1225,1226,2005-03-14,Piso,Venta,Lleida,291,1497195,2005-08-17,María
1229,1230,2005-03-15,Suelo,Venta,Girona,268,2422720,2005-11-27,Carmen
1230,1231,2005-03-16,Suelo,Venta,Barcelona,130,1292980,2005-11-11,Luisa
1232,1233,2005-03-17,Parking,Venta,Lleida,88,820776,2005-08-20,Carmen
1233,1234,2005-03-17,Local,Venta,Lleida,116,848888,2005-07-26,Jesús
1234,1235,2005-03-18,Piso,Venta,Lleida,233,1673173,2005-06-28,Joaquín
1235,1236,2005-03-18,Oficina,Venta,Barcelona,116,841232,2006-01-18,María
1237,1238,2005-03-19,Casa,Venta,Girona,192,820608,2005-07-28,Luisa
1238,1239,2005-03-19,Casa,Venta,Lleida,149,839615,2005-10-05,María
1244,1245,2005-03-20,Parking,Venta,Girona,276,1477428,2005-11-23,María
1245,1246,2005-03-21,Parking,Venta,Barcelona,68,367132,2005-08-31,Joaquín
1246,1247,2005-03-22,Industrial,Venta,Barcelona,268,1557884,2005-12-09,Luisa
1249,1250,2005-03-23,Piso,Venta,Girona,163,1362843,2006-01-31,Luisa
1251,1252,2005-03-23,Oficina,Venta,Barcelona,126,867636,2005-11-02,Luisa
1253,1254,2005-03-24,Industrial,Venta,Barcelona,127,757809,2006-02-20,Luisa
1254,1255,2005-03-24,Casa,Venta,Girona,40,354360,2005-10-16,Carmen
1255,1256,2005-03-24,Piso,Venta,Girona,168,1620192,2005-10-09,María
1256,1257,2005-03-25,Parking,Venta,Girona,117,1149525,2006-02-27,Pedro
1258,1259,2005-03-25,Industrial,Venta,Tarragona,180,1495260,2005-11-03,Luisa
1259,1260,2005-03-26,Industrial,Venta,Barcelona,91,485849,2005-07-24,Pedro
1262,1263,2005-03-27,Casa,Venta,Tarragona,196,849464,2006-03-26,Jesús
1265,1266,2005-03-28,Oficina,Venta,Tarragona,57,363261,2005-07-24,Joaquín
1266,1267,2005-03-29,Parking,Venta,Lleida,40,349720,2006-02-14,Luisa
1268,1269,2005-03-30,Piso,Venta,Barcelona,138,1307688,2006-02-11,María
1270,1271,2005-03-30,Parking,Venta,Tarragona,196,1730876,2005-07-12,Luisa
1272,1273,2005-03-31,Piso,Venta,Girona,283,1599233,2005-11-04,Pedro
1273,1274,2005-03-31,Piso,Venta,Lleida,189,1821771,2005-07-09,Pedro
1278,1279,2005-04-02,Suelo,Venta,Lleida,124,804884,2005-07-24,Carmen
1280,1281,2005-04-04,Piso,Venta,Girona,176,1004608,2006-01-06,Jesús
1281,1282,2005-04-04,Casa,Venta,Tarragona,102,520914,2005-07-17,Jesús
1286,1287,2005-04-05,Suelo,Venta,Barcelona,194,1612334,2005-09-21,Jesús
1290,1291,2005-04-06,Industrial,Venta,Tarragona,131,1273320,2005-11-30,Joaquín
1292,1293,2005-04-06,Industrial,Venta,Tarragona,230,1806650,2005-11-30,Pedro
1293,1294,2005-04-07,Local,Venta,Barcelona,102,480318,2006-01-12,Joaquín
1295,1296,2005-04-07,Oficina,Venta,Lleida,89,716272,2005-08-31,Carmen
1296,1297,2005-04-07,Industrial,Venta,Girona,230,1751450,2005-07-07,Jesús
1297,1298,2005-04-08,Industrial,Venta,Barcelona,248,1179488,2005-12-26,Jesús
1298,1299,2005-04-09,Local,Venta,Girona,290,1702590,2006-04-09,Pedro
1299,1300,2005-04-09,Suelo,Venta,Barcelona,71,309702,2005-08-09,Carmen
1300,1301,2005-04-10,Suelo,Venta,Tarragona,299,2531334,2005-12-18,Carmen
1301,1302,2005-04-11,Casa,Venta,Girona,288,2371392,2005-11-17,Luisa
1302,1303,2005-04-11,Suelo,Venta,Tarragona,130,657020,2006-01-20,Pedro
1303,1304,2005-04-13,Industrial,Venta,Tarragona,102,627300,2006-03-28,Pedro
1304,1305,2005-04-14,Oficina,Venta,Tarragona,91,778141,2005-09-15,Jesús
1305,1306,2005-04-14,Casa,Venta,Barcelona,274,2229812,2005-08-26,María
1306,1307,2005-04-15,Industrial,Venta,Girona,264,2589312,2005-07-20,Pedro
